path,label,0,1,2
/project/graziul/data/Zone1/2018_08_29/201808290458-564174-27730.mp3,1,0.1219981387257576,0.6514850854873657,0.22651679813861847
/project/graziul/data/Zone1/2018_08_29/201808291355-996375-27730.mp3,1,0.12326578050851822,0.6493772864341736,0.22735697031021118
/project/graziul/data/Zone1/2018_08_29/201808290029-784877-27730.mp3,1,0.12261553108692169,0.6512893438339233,0.22609511017799377
/project/graziul/data/Zone1/2018_08_29/201808290228-509295-27730.mp3,1,0.12295754998922348,0.6502906680107117,0.22675177454948425
/project/graziul/data/Zone1/2018_08_29/201808292322-682587-27730.mp3,1,0.11916740238666534,0.6552062034606934,0.22562634944915771
/project/graziul/data/Zone1/2018_08_29/201808290129-64097-27730.mp3,1,0.1225481778383255,0.6502189040184021,0.22723288834095
/project/graziul/data/Zone1/2018_08_29/201808291425-815874-27730.mp3,1,0.12012782692909241,0.6542551517486572,0.22561709582805634
/project/graziul/data/Zone1/2018_08_29/201808291624-418927-27730.mp3,1,0.1179485023021698,0.6555621027946472,0.22648940980434418
/project/graziul/data/Zone1/2018_08_29/201808291524-878195-27730.mp3,1,0.11797923594713211,0.6567805409431458,0.22524020075798035
/project/graziul/data/Zone1/2018_08_29/201808292052-765482-27730.mp3,1,0.12664248049259186,0.6448023915290833,0.22855517268180847
/project/graziul/data/Zone1/2018_08_29/201808290557-694055-27730.mp3,1,0.12751652300357819,0.6428608894348145,0.22962260246276855
/project/graziul/data/Zone1/2018_08_29/201808291026-922580-27730.mp3,1,0.12078802287578583,0.6522843837738037,0.22692756354808807
/project/graziul/data/Zone1/2018_08_29/201808291923-881574-27730.mp3,1,0.12213850021362305,0.650396466255188,0.22746501863002777
/project/graziul/data/Zone1/2018_08_29/201808291155-95803-27730.mp3,1,0.125059112906456,0.6480196714401245,0.2269211858510971
/project/graziul/data/Zone1/2018_08_29/201808290926-513660-27730.mp3,1,0.12926404178142548,0.6410117149353027,0.2297242432832718
/project/graziul/data/Zone1/2018_08_29/201808291753-767344-27730.mp3,1,0.12006693333387375,0.6536650657653809,0.2262679785490036
/project/graziul/data/Zone1/2018_08_29/201808291953-10486-27730.mp3,1,0.12128884345293045,0.6531829833984375,0.22552822530269623
/project/graziul/data/Zone1/2018_08_29/201808290428-173971-27730.mp3,1,0.11898832023143768,0.6566557884216309,0.22435587644577026
/project/graziul/data/Zone1/2018_08_29/201808291724-265410-27730.mp3,1,0.11459100991487503,0.6622915267944336,0.22311753034591675
/project/graziul/data/Zone1/2018_08_29/201808290757-822104-27730.mp3,1,0.12553671002388,0.6465755105018616,0.22788776457309723
/project/graziul/data/Zone1/2018_08_29/201808290059-36596-27730.mp3,1,0.12227173149585724,0.6514911651611328,0.22623707354068756
/project/graziul/data/Zone1/2018_08_29/201808290159-341032-27730.mp3,1,0.11996930837631226,0.6544803380966187,0.2255503088235855
/project/graziul/data/Zone1/2018_08_29/201808292023-542726-27730.mp3,1,0.11682484298944473,0.6589800715446472,0.22419506311416626
/project/graziul/data/Zone1/2018_08_29/201808290856-120343-27730.mp3,1,0.12055354565382004,0.6539449691772461,0.22550149261951447
/project/graziul/data/Zone1/2018_08_29/201808290528-491650-27730.mp3,1,0.11951879411935806,0.6541120409965515,0.22636917233467102
/project/graziul/data/Zone1/2018_08_29/201808291325-574002-27730.mp3,1,0.12170274555683136,0.6506314873695374,0.2276657670736313
/project/graziul/data/Zone1/2018_08_29/201808291654-745265-27730.mp3,1,0.12009615451097488,0.6538729667663574,0.2260308712720871
/project/graziul/data/Zone1/2018_08_29/201808290827-523970-27730.mp3,1,0.12159951776266098,0.651912271976471,0.2264881581068039
/project/graziul/data/Zone1/2018_08_29/201808292122-63423-27730.mp3,1,0.11962717026472092,0.6551095247268677,0.2252633422613144
/project/graziul/data/Zone1/2018_08_29/201808291255-518802-27730.mp3,1,0.11841347068548203,0.655953049659729,0.22563347220420837
/project/graziul/data/Zone1/2018_08_29/201808290358-959449-27730.mp3,1,0.12301374226808548,0.6490218043327332,0.22796450555324554
/project/graziul/data/Zone1/2018_08_29/201808292252-475826-27730.mp3,1,0.1221199482679367,0.6502811908721924,0.22759880125522614
/project/graziul/data/Zone1/2018_08_29/201808291126-259282-27730.mp3,1,0.12128806859254837,0.6538635492324829,0.22484837472438812
